,vowel,time_point,x,y,token
872,i,72,692.02,259.44,8
873,i,73,694.33,263.11,8
874,i,74,696.7,266.71,8
875,i,75,699.08,270.32,8
876,i,76,701.46,273.91,8
877,i,77,703.87,277.49,8
878,i,78,706.3,281.05,8
879,i,79,708.77,284.58,8
880,i,80,711.27,288.1,8
881,i,81,713.8,291.6,8
882,i,82,716.35,295.08,8
883,i,83,718.91,298.55,8
884,i,84,721.49,302.01,8
885,i,85,724.08,305.46,8
886,i,86,726.69,308.89,8
887,i,87,729.33,312.31,8
888,i,88,731.99,315.71,8
889,i,89,734.68,319.07,8
890,i,90,737.44,322.39,8
891,i,91,740.23,325.68,8
892,i,92,743.04,328.96,8
893,i,93,745.82,332.26,8
894,i,94,748.55,335.6,8
895,i,95,751.25,338.96,8
896,i,96,753.92,342.35,8
897,i,97,756.57,345.75,8
898,i,98,759.21,349.17,8
899,i,99,761.81,352.61,8
900,i,0,502.92,318.7,9
901,i,1,503.65,314.76,9
902,i,2,504.48,310.84,9
903,i,3,505.4,306.94,9
904,i,4,506.38,303.06,9
905,i,5,507.39,299.2,9
906,i,6,508.43,295.35,9
907,i,7,509.56,291.49,9
908,i,8,510.79,287.65,9
909,i,9,512.11,283.86,9
910,i,10,513.53,280.15,9
911,i,11,515.09,276.52,9
912,i,12,516.87,272.96,9
913,i,13,518.84,269.45,9
914,i,14,520.93,266.0,9
915,i,15,523.08,262.6,9
916,i,16,525.23,259.24,9
917,i,17,527.44,255.91,9
918,i,18,529.73,252.62,9
919,i,19,532.09,249.37,9
920,i,20,534.5,246.17,9
921,i,21,536.95,243.03,9
922,i,22,539.46,239.91,9
923,i,23,542.03,236.83,9
924,i,24,544.67,233.8,9
925,i,25,547.37,230.85,9
926,i,26,550.13,227.98,9
927,i,27,552.97,225.18,9
928,i,28,555.89,222.4,9
929,i,29,558.9,219.7,9
930,i,30,562.0,217.14,9
931,i,31,565.19,214.78,9
932,i,32,568.48,212.56,9
933,i,33,571.9,210.32,9
934,i,34,575.44,208.22,9
935,i,35,579.08,206.41,9
936,i,36,582.79,205.07,9
937,i,37,586.56,204.25,9
938,i,38,590.46,203.57,9
939,i,39,594.46,203.0,9
940,i,40,598.5,202.58,9
941,i,41,602.53,202.35,9
942,i,42,606.53,202.35,9
943,i,43,610.53,202.52,9
944,i,44,614.53,202.8,9
945,i,45,618.53,203.17,9
946,i,46,622.51,203.6,9
947,i,47,626.46,204.07,9
948,i,48,630.41,204.71,9
949,i,49,634.37,205.57,9
950,i,50,638.29,206.61,9
951,i,51,642.13,207.8,9
952,i,52,645.84,209.11,9
953,i,53,649.42,210.66,9
954,i,54,652.9,212.61,9
955,i,55,656.3,214.82,9
956,i,56,659.62,217.18,9
957,i,57,662.87,219.57,9
958,i,58,666.08,221.93,9
959,i,59,669.28,224.37,9
960,i,60,672.42,226.92,9
961,i,61,675.44,229.58,9
962,i,62,678.31,232.34,9
963,i,63,680.97,235.23,9
964,i,64,683.47,238.31,9
965,i,65,685.86,241.54,9
966,i,66,688.17,244.85,9
967,i,67,690.45,248.17,9
968,i,68,692.75,251.45,9
969,i,69,695.04,254.73,9
970,i,70,697.32,258.01,9
971,i,71,699.57,261.32,9
972,i,72,701.8,264.65,9
973,i,73,704.0,267.99,9
974,i,74,706.1,271.4,9
975,i,75,708.13,274.86,9
976,i,76,710.15,278.33,9
977,i,77,712.22,281.75,9
978,i,78,714.41,285.08,9
979,i,79,716.76,288.28,9
980,i,80,719.24,291.41,9
981,i,81,721.83,294.48,9
982,i,82,724.49,297.5,9
983,i,83,727.19,300.46,9
984,i,84,729.91,303.36,9
985,i,85,732.72,306.21,9
986,i,86,735.57,309.01,9
987,i,87,738.46,311.79,9
988,i,88,741.36,314.56,9
989,i,89,744.25,317.33,9
990,i,90,747.2,320.05,9
991,i,91,750.18,322.75,9
992,i,92,753.13,325.46,9
993,i,93,755.99,328.24,9
994,i,94,758.7,331.14,9
995,i,95,761.31,334.15,9
996,i,96,763.83,337.26,9
997,i,97,766.26,340.45,9
998,i,98,768.6,343.73,9
999,i,99,770.81,347.06,9
1000,i,0,498.92,356.96,10
1001,i,1,500.11,353.16,10
1002,i,2,501.27,349.34,10
1003,i,3,502.38,345.5,10
1004,i,4,503.44,341.66,10
1005,i,5,504.44,337.8,10
1006,i,6,505.36,333.93,10
1007,i,7,506.2,330.03,10
1008,i,8,507.01,326.12,10
1009,i,9,507.82,322.21,10
1010,i,10,508.65,318.31,10
1011,i,11,509.55,314.43,10
1012,i,12,510.48,310.54,10
1013,i,13,511.42,306.66,10
1014,i,14,512.4,302.79,10
1015,i,15,513.42,298.94,10
1016,i,16,514.47,295.11,10
1017,i,17,515.57,291.25,10
1018,i,18,516.76,287.39,10
1019,i,19,518.04,283.58,10
1020,i,20,519.44,279.87,10
1021,i,21,521.0,276.28,10
1022,i,22,522.84,272.83,10
1023,i,23,524.99,269.46,10
1024,i,24,527.33,266.17,10
1025,i,25,529.77,262.94,10
1026,i,26,532.21,259.76,10
1027,i,27,534.7,256.67,10
1028,i,28,537.34,253.68,10
1029,i,29,540.04,250.73,10
1030,i,30,542.7,247.75,10
1031,i,31,545.25,244.67,10
1032,i,32,547.57,241.42,10
1033,i,33,549.65,237.97,10
1034,i,34,551.63,234.44,10
1035,i,35,553.66,230.99,10
1036,i,36,555.88,227.74,10
1037,i,37,558.41,224.78,10
1038,i,38,561.22,221.92,10
1039,i,39,564.26,219.2,10
1040,i,40,567.46,216.68,10
1041,i,41,570.77,214.45,10
1042,i,42,574.14,212.53,10
1043,i,43,577.67,210.7,10
1044,i,44,581.35,208.98,10
1045,i,45,585.13,207.48,10
1046,i,46,588.97,206.27,10
1047,i,47,592.82,205.45,10
1048,i,48,596.73,204.84,10
1049,i,49,600.72,204.37,10
1050,i,50,604.75,204.07,10
1051,i,51,608.77,203.99,10
1052,i,52,612.74,204.19,10
1053,i,53,616.66,204.7,10
1054,i,54,620.58,205.51,10
1055,i,55,624.46,206.52,10
1056,i,56,628.32,207.68,10
1057,i,57,632.12,208.9,10
1058,i,58,635.87,210.17,10
1059,i,59,639.6,211.62,10
1060,i,60,643.28,213.22,10
1061,i,61,646.91,214.94,10
1062,i,62,650.47,216.73,10
1063,i,63,653.96,218.58,10
1064,i,64,657.42,220.57,10
1065,i,65,660.83,222.7,10
1066,i,66,664.16,224.96,10
1067,i,67,667.39,227.31,10
1068,i,68,670.49,229.74,10
1069,i,69,673.5,232.32,10
1070,i,70,676.44,235.05,10
1071,i,71,679.28,237.91,10
1072,i,72,682.01,240.84,10
1073,i,73,684.63,243.83,10
1074,i,74,687.12,246.9,10
1075,i,75,689.53,250.08,10
1076,i,76,691.86,253.33,10
1077,i,77,694.15,256.62,10
1078,i,78,696.43,259.91,10
1079,i,79,698.67,263.2,10
1080,i,80,700.85,266.54,10
1081,i,81,703.01,269.9,10
1082,i,82,705.18,273.25,10
1083,i,83,707.39,276.56,10
1084,i,84,709.67,279.83,10
1085,i,85,711.99,283.08,10
1086,i,86,714.34,286.31,10
1087,i,87,716.74,289.5,10
1088,i,88,719.21,292.63,10
1089,i,89,721.75,295.68,10
1090,i,90,724.42,298.64,10
1091,i,91,727.17,301.53,10
1092,i,92,729.95,304.4,10
1093,i,93,732.71,307.29,10
1094,i,94,735.39,310.24,10
1095,i,95,738.02,313.23,10
1096,i,96,740.63,316.25,10
1097,i,97,743.21,319.29,10
1098,i,98,745.77,322.35,10
1099,i,99,748.3,325.44,10
1100,i,0,492.92,341.67,11
1101,i,1,493.09,337.7,11
1102,i,2,493.4,333.75,11
1103,i,3,493.82,329.81,11
1104,i,4,494.3,325.89,11
1105,i,5,494.82,321.99,11
1106,i,6,495.41,318.1,11
1107,i,7,496.17,314.21,11
1108,i,8,497.1,310.34,11
1109,i,9,498.13,306.5,11
1110,i,10,499.25,302.71,11
1111,i,11,500.43,298.98,11
1112,i,12,501.82,295.29,11
1113,i,13,503.4,291.65,11
1114,i,14,505.1,288.05,11
1115,i,15,506.87,284.49,11
1116,i,16,508.67,280.99,11
1117,i,17,510.56,277.52,11
1118,i,18,512.55,274.1,11
1119,i,19,514.64,270.72,11
1120,i,20,516.79,267.39,11
1121,i,21,519.0,264.13,11
1122,i,22,521.29,260.92,11
1123,i,23,523.67,257.76,11
1124,i,24,526.13,254.65,11
1125,i,25,528.63,251.57,11
1126,i,26,531.14,248.52,11
1127,i,27,533.66,245.48,11
1128,i,28,536.2,242.42,11
1129,i,29,538.79,239.4,11
1130,i,30,541.46,236.48,11
1131,i,31,544.22,233.68,11
1132,i,32,547.11,231.04,11
1133,i,33,550.14,228.52,11
1134,i,34,553.27,226.09,11
1135,i,35,556.46,223.71,11
1136,i,36,559.66,221.37,11
1137,i,37,562.84,219.0,11
1138,i,38,566.0,216.5,11
1139,i,39,569.19,214.01,11
1140,i,40,572.44,211.7,11
1141,i,41,575.8,209.74,11
1142,i,42,579.32,208.25,11
1143,i,43,583.03,206.95,11
1144,i,44,586.88,205.83,11
1145,i,45,590.82,204.95,11
1146,i,46,594.78,204.36,11
1147,i,47,598.7,204.15,11
1148,i,48,602.63,204.22,11
1149,i,49,606.59,204.47,11
1150,i,50,610.55,204.89,11
1151,i,51,614.5,205.45,11
1152,i,52,618.38,206.12,11
1153,i,53,622.22,206.96,11
1154,i,54,626.04,208.04,11
1155,i,55,629.82,209.28,11
1156,i,56,633.56,210.65,11
1157,i,57,637.24,212.08,11
1158,i,58,640.86,213.59,11
1159,i,59,644.44,215.27,11
1160,i,60,647.97,217.1,11
1161,i,61,651.45,219.04,11
1162,i,62,654.87,221.03,11
1163,i,63,658.23,223.06,11
1164,i,64,661.57,225.2,11
1165,i,65,664.86,227.44,11
1166,i,66,668.08,229.79,11
1167,i,67,671.19,232.23,11
1168,i,68,674.15,234.76,11
1169,i,69,677.03,237.45,11
1170,i,70,679.83,240.28,11
1171,i,71,682.53,243.22,11
1172,i,72,685.1,246.26,11
1173,i,73,687.52,249.35,11
1174,i,74,689.74,252.58,11
1175,i,75,691.8,255.96,11
1176,i,76,693.79,259.39,11
1177,i,77,695.82,262.82,11
1178,i,78,697.96,266.15,11
1179,i,79,700.25,269.36,11
1180,i,80,702.6,272.54,11
1181,i,81,705.02,275.68,11
1182,i,82,707.49,278.77,11
1183,i,83,710.01,281.82,11
1184,i,84,712.61,284.78,11
1185,i,85,715.37,287.63,11
1186,i,86,718.19,290.43,11
1187,i,87,720.98,293.24,11
1188,i,88,723.66,296.14,11
1189,i,89,726.13,299.19,11
1190,i,90,728.45,302.37,11
1191,i,91,730.68,305.64,11
1192,i,92,732.85,308.96,11
1193,i,93,735.02,312.28,11
1194,i,94,737.23,315.57,11
1195,i,95,739.45,318.84,11
1196,i,96,741.67,322.11,11
1197,i,97,743.88,325.38,11
1198,i,98,746.09,328.66,11
1199,i,99,748.3,331.94,11
1200,i,0,506.92,359.91,12
1201,i,1,508.15,355.82,12
1202,i,2,509.4,351.73,12
1203,i,3,510.66,347.65,12
1204,i,4,511.94,343.57,12
1205,i,5,513.23,339.5,12
1206,i,6,514.57,335.44,12
1207,i,7,516.03,331.4,12
1208,i,8,517.5,327.38,12
1209,i,9,518.88,323.33,12
1210,i,10,520.06,319.23,12
1211,i,11,520.91,315.06,12
1212,i,12,521.24,310.8,12
1213,i,13,521.29,306.48,12
1214,i,14,521.32,302.17,12
1215,i,15,521.59,297.91,12
1216,i,16,522.35,293.75,12
1217,i,17,523.53,289.67,12
1218,i,18,524.98,285.64,12
1219,i,19,526.59,281.65,12
1220,i,20,528.25,277.68,12
1221,i,21,529.87,273.72,12
1222,i,22,531.46,269.75,12
1223,i,23,533.1,265.79,12
1224,i,24,534.8,261.85,12
1225,i,25,536.56,257.96,12
1226,i,26,538.39,254.12,12
1227,i,27,540.34,250.33,12
1228,i,28,542.41,246.58,12
1229,i,29,544.59,242.88,12
1230,i,30,546.84,239.23,12
1231,i,31,549.13,235.64,12
1232,i,32,551.48,232.07,12
1233,i,33,553.91,228.5,12
1234,i,34,556.44,224.98,12
1235,i,35,559.08,221.59,12
1236,i,36,561.87,218.41,12
1237,i,37,564.82,215.47,12
1238,i,38,568.03,212.63,12
1239,i,39,571.44,209.93,12
1240,i,40,575.0,207.43,12
1241,i,41,578.66,205.17,12
1242,i,42,582.36,203.2,12
1243,i,43,586.21,201.3,12
1244,i,44,590.18,199.49,12
1245,i,45,594.24,197.93,12
1246,i,46,598.35,196.72,12
1247,i,47,602.49,195.98,12
1248,i,48,606.72,195.65,12
1249,i,49,611.04,195.62,12
1250,i,50,615.38,195.88,12
1251,i,51,619.68,196.4,12
1252,i,52,623.86,197.17,12
1253,i,53,627.93,198.28,12
1254,i,54,631.94,199.77,12
1255,i,55,635.88,201.55,12
1256,i,56,639.75,203.5,12
1257,i,57,643.54,205.52,12
1258,i,58,647.25,207.57,12
1259,i,59,650.91,209.79,12
1260,i,60,654.49,212.16,12
1261,i,61,658.01,214.64,12
1262,i,62,661.45,217.18,12
1263,i,63,664.83,219.76,12
1264,i,64,668.21,222.42,12
1265,i,65,671.55,225.19,12
1266,i,66,674.77,228.07,12
1267,i,67,677.78,231.08,12
1268,i,68,680.51,234.24,12
1269,i,69,683.01,237.63,12
1270,i,70,685.34,241.21,12
1271,i,71,687.58,244.9,12
1272,i,72,689.79,248.62,12
1273,i,73,692.03,252.29,12
1274,i,74,694.27,255.93,12
1275,i,75,696.46,259.6,12
1276,i,76,698.66,263.28,12
1277,i,77,700.9,266.92,12
1278,i,78,703.23,270.49,12
1279,i,79,705.67,273.98,12
1280,i,80,708.2,277.42,12
1281,i,81,710.81,280.82,12
1282,i,82,713.46,284.18,12
1283,i,83,716.13,287.52,12
1284,i,84,718.82,290.84,12
1285,i,85,721.57,294.11,12
1286,i,86,724.36,297.36,12
1287,i,87,727.14,300.61,12
1288,i,88,729.87,303.9,12
1289,i,89,732.5,307.26,12
1290,i,90,735.07,310.67,12
1291,i,91,737.6,314.12,12
1292,i,92,740.09,317.6,12
1293,i,93,742.55,321.1,12
1294,i,94,744.99,324.6,12
1295,i,95,747.41,328.12,12
1296,i,96,749.8,331.66,12
1297,i,97,752.17,335.22,12
1298,i,98,754.52,338.8,12
1299,i,99,756.83,342.39,12
1300,i,0,520.92,369.15,13
1301,i,1,520.63,364.97,13
1302,i,2,520.37,360.78,13
1303,i,3,520.15,356.6,13
1304,i,4,519.99,352.42,13
1305,i,5,519.89,348.24,13
1306,i,6,519.88,344.05,13
1307,i,7,519.96,339.85,13
1308,i,8,520.14,335.66,13
1309,i,9,520.41,331.47,13
1310,i,10,520.75,327.31,13
1311,i,11,521.22,323.18,13
1312,i,12,521.99,319.08,13
1313,i,13,522.97,315.0,13
1314,i,14,524.04,310.93,13
1315,i,15,525.09,306.86,13
1316,i,16,525.99,302.76,13
1317,i,17,526.82,298.65,13
1318,i,18,527.62,294.54,13
1319,i,19,528.42,290.43,13
1320,i,20,529.24,286.32,13
1321,i,21,530.12,282.24,13
1322,i,22,531.05,278.14,13
1323,i,23,532.04,274.02,13
1324,i,24,533.12,269.94,13
1325,i,25,534.32,265.93,13
1326,i,26,535.67,262.04,13
1327,i,27,537.29,258.28,13
1328,i,28,539.27,254.61,13
1329,i,29,541.51,251.02,13
1330,i,30,543.89,247.49,13
1331,i,31,546.28,244.01,13
1332,i,32,548.63,240.56,13
1333,i,33,551.06,237.14,13
1334,i,34,553.56,233.76,13
1335,i,35,556.13,230.44,13
1336,i,36,558.75,227.18,13
1337,i,37,561.42,223.97,13
1338,i,38,564.13,220.68,13
1339,i,39,566.93,217.43,13
1340,i,40,569.84,214.34,13
1341,i,41,572.91,211.56,13
1342,i,42,576.16,209.21,13
1343,i,43,579.69,207.07,13
1344,i,44,583.46,205.1,13
1345,i,45,587.38,203.35,13
1346,i,46,591.38,201.89,13
1347,i,47,595.38,200.77,13
1348,i,48,599.41,199.81,13
1349,i,49,603.53,198.91,13
1350,i,50,607.69,198.14,13
1351,i,51,611.87,197.56,13
1352,i,52,616.04,197.25,13
1353,i,53,620.2,197.27,13
1354,i,54,624.41,197.57,13
1355,i,55,628.62,198.1,13
1356,i,56,632.79,198.8,13
1357,i,57,636.87,199.61,13
1358,i,58,640.85,200.57,13
1359,i,59,644.83,201.96,13
1360,i,60,648.74,203.71,13
1361,i,61,652.52,205.73,13
1362,i,62,656.11,207.92,13
1363,i,63,659.44,210.23,13
1364,i,64,662.58,212.9,13
1365,i,65,665.58,215.86,13
1366,i,66,668.47,218.98,13
1367,i,67,671.33,222.15,13
1368,i,68,674.17,225.23,13
1369,i,69,677.03,228.29,13
1370,i,70,679.86,231.39,13
1371,i,71,682.65,234.53,13
1372,i,72,685.36,237.72,13
1373,i,73,687.97,240.98,13
1374,i,74,690.49,244.31,13
1375,i,75,692.93,247.71,13
1376,i,76,695.31,251.17,13
1377,i,77,697.64,254.66,13
1378,i,78,699.92,258.17,13
1379,i,79,702.14,261.71,13
1380,i,80,704.3,265.3,13
1381,i,81,706.41,268.92,13
1382,i,82,708.53,272.53,13
1383,i,83,710.68,276.13,13
1384,i,84,712.9,279.68,13
1385,i,85,715.15,283.21,13
1386,i,86,717.42,286.72,13
1387,i,87,719.71,290.23,13
1388,i,88,722.0,293.74,13
1389,i,89,724.27,297.25,13
1390,i,90,726.54,300.77,13
1391,i,91,728.81,304.29,13
1392,i,92,731.08,307.81,13
1393,i,93,733.36,311.32,13
1394,i,94,735.66,314.82,13
1395,i,95,737.97,318.31,13
1396,i,96,740.29,321.8,13
1397,i,97,742.61,325.28,13
1398,i,98,744.95,328.76,13
1399,i,99,747.3,332.22,13
1400,i,0,492.1,317.7,14
1401,i,1,494.99,315.27,14
1402,i,2,497.72,312.72,14
1403,i,3,500.29,310.06,14
1404,i,4,502.65,307.29,14
1405,i,5,504.8,304.43,14
1406,i,6,506.7,301.47,14
1407,i,7,508.35,298.32,14
1408,i,8,509.8,294.99,14
1409,i,9,511.14,291.56,14
1410,i,10,512.46,288.1,14
1411,i,11,513.86,284.68,14
1412,i,12,515.4,281.37,14
1413,i,13,517.03,278.12,14
1414,i,14,518.72,274.89,14
1415,i,15,520.46,271.68,14
1416,i,16,522.21,268.49,14
1417,i,17,523.98,265.29,14
1418,i,18,525.73,262.1,14
1419,i,19,527.49,258.9,14
1420,i,20,529.25,255.71,14
1421,i,21,531.04,252.53,14
1422,i,22,532.85,249.37,14
1423,i,23,534.69,246.23,14
1424,i,24,536.54,243.07,14
1425,i,25,538.37,239.86,14
1426,i,26,540.21,236.66,14
1427,i,27,542.12,233.52,14
1428,i,28,544.14,230.5,14
1429,i,29,546.31,227.68,14
1430,i,30,548.69,225.02,14
1431,i,31,551.29,222.43,14
1432,i,32,554.04,219.94,14
1433,i,33,556.93,217.6,14
1434,i,34,559.9,215.44,14
1435,i,35,562.91,213.5,14
1436,i,36,566.02,211.65,14
1437,i,37,569.26,209.86,14
1438,i,38,572.59,208.19,14
1439,i,39,575.99,206.73,14
1440,i,40,579.44,205.55,14
1441,i,41,582.9,204.71,14
1442,i,42,586.43,203.99,14
1443,i,43,590.03,203.33,14
1444,i,44,593.67,202.77,14
1445,i,45,597.34,202.35,14
1446,i,46,600.99,202.12,14
1447,i,47,604.62,202.1,14
1448,i,48,608.27,202.24,14
1449,i,49,611.92,202.51,14
1450,i,50,615.57,202.87,14
1451,i,51,619.2,203.31,14
1452,i,52,622.8,203.79,14
1453,i,53,626.36,204.34,14
1454,i,54,629.93,205.12,14
1455,i,55,633.47,206.11,14
1456,i,56,636.98,207.26,14
1457,i,57,640.43,208.52,14
1458,i,58,643.8,209.84,14
1459,i,59,647.09,211.27,14
1460,i,60,650.35,212.92,14
1461,i,61,653.55,214.76,14
1462,i,62,656.67,216.74,14
1463,i,63,659.69,218.82,14
1464,i,64,662.6,220.96,14
1465,i,65,665.42,223.21,14
1466,i,66,668.17,225.62,14
1467,i,67,670.84,228.16,14
1468,i,68,673.41,230.81,14
1469,i,69,675.86,233.53,14
1470,i,70,678.18,236.29,14
1471,i,71,680.34,239.18,14
1472,i,72,682.37,242.2,14
1473,i,73,684.33,245.29,14
1474,i,74,686.26,248.42,14
1475,i,75,688.22,251.51,14
1476,i,76,690.27,254.53,14
1477,i,77,692.36,257.51,14
1478,i,78,694.48,260.48,14
1479,i,79,696.61,263.44,14
1480,i,80,698.75,266.39,14
1481,i,81,700.9,269.33,14
1482,i,82,703.05,272.28,14
1483,i,83,705.2,275.22,14
1484,i,84,707.35,278.16,14
1485,i,85,709.52,281.1,14
1486,i,86,711.7,284.02,14
1487,i,87,713.91,286.92,14
1488,i,88,716.14,289.79,14
1489,i,89,718.42,292.64,14
1490,i,90,720.71,295.47,14
1491,i,91,723.02,298.3,14
1492,i,92,725.31,301.13,14
1493,i,93,727.58,303.98,14
1494,i,94,729.82,306.86,14
1495,i,95,732.04,309.75,14
1496,i,96,734.24,312.65,14
1497,i,97,736.44,315.56,14
1498,i,98,738.62,318.49,14
1499,i,99,740.78,321.42,14
1500,i,0,498.41,336.42,15
1501,i,1,499.45,332.85,15
1502,i,2,500.55,329.28,15
1503,i,3,501.69,325.73,15
1504,i,4,502.88,322.2,15
1505,i,5,504.1,318.68,15
1506,i,6,505.38,315.19,15
1507,i,7,506.76,311.72,15
1508,i,8,508.17,308.27,15
1509,i,9,509.58,304.82,15
1510,i,10,510.93,301.35,15
1511,i,11,512.2,297.85,15
1512,i,12,513.41,294.32,15
1513,i,13,514.58,290.79,15
1514,i,14,515.73,287.24,15
1515,i,15,516.86,283.69,15
1516,i,16,517.97,280.12,15
1517,i,17,518.99,276.52,15
1518,i,18,519.96,272.89,15
1519,i,19,520.94,269.27,15
1520,i,20,521.99,265.72,15
1521,i,21,523.19,262.26,15
1522,i,22,524.63,258.83,15
1523,i,23,526.3,255.44,15
1524,i,24,528.16,252.14,15
1525,i,25,530.17,248.96,15
1526,i,26,532.29,245.96,15
1527,i,27,534.58,243.13,15
1528,i,28,537.13,240.4,15
1529,i,29,539.86,237.78,15
1530,i,30,542.72,235.29,15
1531,i,31,545.62,232.94,15
1532,i,32,548.55,230.71,15
1533,i,33,551.6,228.57,15
1534,i,34,554.73,226.51,15
1535,i,35,557.91,224.52,15
1536,i,36,561.13,222.62,15
1537,i,37,564.35,220.78,15
1538,i,38,567.61,218.96,15
1539,i,39,570.91,217.19,15
1540,i,40,574.25,215.5,15
1541,i,41,577.62,213.92,15
1542,i,42,581.03,212.48,15
1543,i,43,584.49,211.08,15
1544,i,44,588.0,209.75,15
1545,i,45,591.54,208.53,15
1546,i,46,595.12,207.48,15
1547,i,47,598.73,206.65,15
1548,i,48,602.41,205.98,15
1549,i,49,606.14,205.44,15
1550,i,50,609.89,205.07,15
1551,i,51,613.63,204.93,15
1552,i,52,617.31,205.04,15
1553,i,53,620.96,205.5,15
1554,i,54,624.59,206.34,15
1555,i,55,628.19,207.46,15
1556,i,56,631.74,208.75,15
1557,i,57,635.24,210.11,15
1558,i,58,638.66,211.51,15
1559,i,59,642.03,213.1,15
1560,i,60,645.35,214.83,15
1561,i,61,648.62,216.66,15
1562,i,62,651.86,218.52,15
1563,i,63,655.07,220.39,15
1564,i,64,658.28,222.31,15
1565,i,65,661.46,224.31,15
1566,i,66,664.58,226.38,15
1567,i,67,667.61,228.54,15
1568,i,68,670.52,230.79,15
1569,i,69,673.37,233.18,15
1570,i,70,676.14,235.71,15
1571,i,71,678.82,238.35,15
1572,i,72,681.39,241.08,15
1573,i,73,683.82,243.87,15
1574,i,74,686.1,246.76,15
1575,i,75,688.28,249.78,15
1576,i,76,690.39,252.87,15
1577,i,77,692.47,255.99,15
1578,i,78,694.55,259.1,15
1579,i,79,696.62,262.2,15
1580,i,80,698.67,265.31,15
1581,i,81,700.7,268.44,15
1582,i,82,702.73,271.56,15
1583,i,83,704.78,274.67,15
1584,i,84,706.88,277.75,15
1585,i,85,709.03,280.8,15
1586,i,86,711.19,283.84,15
1587,i,87,713.34,286.89,15
1588,i,88,715.43,289.97,15
1589,i,89,717.45,293.09,15
1590,i,90,719.4,296.26,15
1591,i,91,721.31,299.46,15
1592,i,92,723.19,302.69,15
1593,i,93,725.04,305.92,15
1594,i,94,726.88,309.17,15
1595,i,95,728.7,312.41,15
1596,i,96,730.5,315.68,15
1597,i,97,732.29,318.95,15
1598,i,98,734.05,322.24,15
1599,i,99,735.78,325.53,15
1600,i,0,496.41,351.01,16
1601,i,1,497.36,346.93,16
1602,i,2,498.32,342.84,16
1603,i,3,499.28,338.76,16
1604,i,4,500.24,334.68,16
1605,i,5,501.2,330.6,16
1606,i,6,502.17,326.52,16
1607,i,7,503.13,322.44,16
1608,i,8,504.1,318.36,16
1609,i,9,505.07,314.28,16
1610,i,10,506.05,310.2,16
1611,i,11,507.03,306.12,16
1612,i,12,508.01,302.04,16
1613,i,13,508.99,297.96,16
1614,i,14,510.0,293.89,16
1615,i,15,511.04,289.83,16
1616,i,16,512.13,285.79,16
1617,i,17,513.3,281.75,16
1618,i,18,514.53,277.73,16
1619,i,19,515.84,273.72,16
1620,i,20,517.23,269.77,16
1621,i,21,518.69,265.88,16
1622,i,22,520.3,262.01,16
1623,i,23,522.09,258.17,16
1624,i,24,524.03,254.4,16
1625,i,25,526.1,250.74,16
1626,i,26,528.28,247.23,16
1627,i,27,530.67,243.86,16
1628,i,28,533.32,240.58,16
1629,i,29,536.15,237.41,16
1630,i,30,539.1,234.36,16
1631,i,31,542.1,231.44,16
1632,i,32,545.15,228.62,16
1633,i,33,548.33,225.84,16
1634,i,34,551.61,223.16,16
1635,i,35,555.0,220.62,16
1636,i,36,558.46,218.29,16
1637,i,37,562.01,216.15,16
1638,i,38,565.67,214.04,16
1639,i,39,569.45,212.03,16
1640,i,40,573.3,210.25,16
1641,i,41,577.23,208.79,16
1642,i,42,581.19,207.74,16
1643,i,43,585.25,206.84,16
1644,i,44,589.4,206.03,16
1645,i,45,593.59,205.36,16
1646,i,46,597.79,204.91,16
1647,i,47,601.97,204.71,16
1648,i,48,606.16,204.73,16
1649,i,49,610.36,204.91,16
1650,i,50,614.57,205.22,16
1651,i,51,618.75,205.64,16
1652,i,52,622.9,206.15,16
1653,i,53,627.01,206.8,16
1654,i,54,631.12,207.73,16
1655,i,55,635.2,208.87,16
1656,i,56,639.23,210.17,16
1657,i,57,643.17,211.57,16
1658,i,58,647.02,213.07,16
1659,i,59,650.81,214.85,16
1660,i,60,654.53,216.86,16
1661,i,61,658.17,219.02,16
1662,i,62,661.74,221.27,16
1663,i,63,665.23,223.53,16
1664,i,64,668.68,225.92,16
1665,i,65,672.07,228.45,16
1666,i,66,675.37,231.1,16
1667,i,67,678.55,233.85,16
1668,i,68,681.56,236.68,16
1669,i,69,684.47,239.67,16
1670,i,70,687.29,242.8,16
1671,i,71,690.0,246.06,16
1672,i,72,692.58,249.39,16
1673,i,73,695.03,252.78,16
1674,i,74,697.3,256.26,16
1675,i,75,699.44,259.86,16
1676,i,76,701.51,263.53,16
1677,i,77,703.58,267.2,16
1678,i,78,705.73,270.81,16
1679,i,79,707.97,274.35,16
1680,i,80,710.24,277.88,16
1681,i,81,712.55,281.39,16
1682,i,82,714.9,284.86,16
1683,i,83,717.3,288.3,16
1684,i,84,719.77,291.68,16
1685,i,85,722.4,294.96,16
1686,i,86,725.09,298.2,16
1687,i,87,727.75,301.45,16
1688,i,88,730.29,304.77,16
1689,i,89,732.63,308.22,16
1690,i,90,734.79,311.8,16
1691,i,91,736.84,315.46,16
1692,i,92,738.85,319.15,16
1693,i,93,740.87,322.84,16
1694,i,94,742.96,326.48,16
1695,i,95,745.1,330.09,16
1696,i,96,747.26,333.68,16
1697,i,97,749.43,337.27,16
1698,i,98,751.61,340.85,16
1699,i,99,753.81,344.42,16
1700,i,0,499.92,356.94,17
1701,i,1,501.36,353.15,17
