,vowel,time_point,x,y,token
1702,i,2,502.8,349.36,17
1703,i,3,504.25,345.57,17
1704,i,4,505.71,341.78,17
1705,i,5,507.17,337.99,17
1706,i,6,508.65,334.21,17
1707,i,7,510.14,330.44,17
1708,i,8,511.63,326.67,17
1709,i,9,513.12,322.9,17
1710,i,10,514.6,319.12,17
1711,i,11,516.05,315.32,17
1712,i,12,517.4,311.48,17
1713,i,13,518.73,307.62,17
1714,i,14,520.1,303.79,17
1715,i,15,521.58,300.03,17
1716,i,16,523.25,296.38,17
1717,i,17,525.26,292.88,17
1718,i,18,527.48,289.46,17
1719,i,19,529.76,286.07,17
1720,i,20,531.93,282.62,17
1721,i,21,533.84,279.05,17
1722,i,22,535.45,275.35,17
1723,i,23,536.89,271.55,17
1724,i,24,538.27,267.72,17
1725,i,25,539.69,263.91,17
1726,i,26,541.26,260.17,17
1727,i,27,543.0,256.5,17
1728,i,28,544.82,252.86,17
1729,i,29,546.71,249.26,17
1730,i,30,548.68,245.7,17
1731,i,31,550.71,242.2,17
1732,i,32,552.8,238.75,17
1733,i,33,555.01,235.33,17
1734,i,34,557.31,231.95,17
1735,i,35,559.69,228.64,17
1736,i,36,562.14,225.42,17
1737,i,37,564.66,222.28,17
1738,i,38,567.28,219.08,17
1739,i,39,570.02,215.92,17
1740,i,40,572.9,212.96,17
1741,i,41,575.94,210.34,17
1742,i,42,579.14,208.18,17
1743,i,43,582.62,206.2,17
1744,i,44,586.34,204.38,17
1745,i,45,590.22,202.81,17
1746,i,46,594.16,201.58,17
1747,i,47,598.09,200.76,17
1748,i,48,602.05,200.16,17
1749,i,49,606.08,199.62,17
1750,i,50,610.16,199.19,17
1751,i,51,614.24,198.9,17
1752,i,52,618.3,198.8,17
1753,i,53,622.35,198.94,17
1754,i,54,626.43,199.27,17
1755,i,55,630.5,199.76,17
1756,i,56,634.53,200.38,17
1757,i,57,638.49,201.08,17
1758,i,58,642.37,201.93,17
1759,i,59,646.23,203.2,17
1760,i,60,650.04,204.8,17
1761,i,61,653.75,206.63,17
1762,i,62,657.34,208.57,17
1763,i,63,660.79,210.56,17
1764,i,64,664.14,212.81,17
1765,i,65,667.41,215.3,17
1766,i,66,670.56,217.97,17
1767,i,67,673.56,220.74,17
1768,i,68,676.41,223.56,17
1769,i,69,679.17,226.51,17
1770,i,70,681.84,229.61,17
1771,i,71,684.39,232.83,17
1772,i,72,686.77,236.15,17
1773,i,73,688.94,239.54,17
1774,i,74,690.87,243.05,17
1775,i,75,692.59,246.72,17
1776,i,76,694.24,250.46,17
1777,i,77,695.92,254.19,17
1778,i,78,697.73,257.83,17
1779,i,79,699.71,261.37,17
1780,i,80,701.77,264.87,17
1781,i,81,703.9,268.33,17
1782,i,82,706.08,271.76,17
1783,i,83,708.32,275.14,17
1784,i,84,710.63,278.46,17
1785,i,85,713.07,281.71,17
1786,i,86,715.57,284.9,17
1787,i,87,718.08,288.1,17
1788,i,88,720.53,291.34,17
1789,i,89,722.85,294.66,17
1790,i,90,725.08,298.05,17
1791,i,91,727.24,301.48,17
1792,i,92,729.39,304.93,17
1793,i,93,731.54,308.37,17
1794,i,94,733.75,311.78,17
1795,i,95,735.99,315.16,17
1796,i,96,738.25,318.53,17
1797,i,97,740.53,321.89,17
1798,i,98,742.82,325.24,17
1799,i,99,745.12,328.58,17
1800,i,0,509.44,348.9,18
1801,i,1,511.09,345.25,18
1802,i,2,512.74,341.61,18
1803,i,3,514.39,337.96,18
1804,i,4,516.04,334.31,18
1805,i,5,517.69,330.66,18
1806,i,6,519.33,327.0,18
1807,i,7,520.96,323.35,18
1808,i,8,522.6,319.69,18
1809,i,9,524.24,316.04,18
1810,i,10,525.9,312.39,18
1811,i,11,527.6,308.77,18
1812,i,12,529.36,305.17,18
1813,i,13,531.15,301.58,18
1814,i,14,532.92,297.99,18
1815,i,15,534.63,294.37,18
1816,i,16,536.24,290.71,18
1817,i,17,537.77,287.01,18
1818,i,18,539.24,283.28,18
1819,i,19,540.68,279.54,18
1820,i,20,542.1,275.8,18
1821,i,21,543.52,272.05,18
1822,i,22,544.94,268.31,18
1823,i,23,546.34,264.56,18
1824,i,24,547.73,260.8,18
1825,i,25,549.12,257.04,18
1826,i,26,550.52,253.29,18
1827,i,27,551.91,249.53,18
1828,i,28,553.27,245.75,18
1829,i,29,554.65,241.98,18
1830,i,30,556.05,238.23,18
1831,i,31,557.5,234.51,18
1832,i,32,559.02,230.81,18
1833,i,33,560.63,227.08,18
1834,i,34,562.33,223.38,18
1835,i,35,564.14,219.78,18
1836,i,36,566.09,216.35,18
1837,i,37,568.22,213.1,18
1838,i,38,570.68,209.86,18
1839,i,39,573.43,206.74,18
1840,i,40,576.41,203.86,18
1841,i,41,579.54,201.38,18
1842,i,42,582.79,199.39,18
1843,i,43,586.3,197.61,18
1844,i,44,590.05,195.98,18
1845,i,45,593.95,194.6,18
1846,i,46,597.9,193.57,18
1847,i,47,601.83,192.96,18
1848,i,48,605.78,192.63,18
1849,i,49,609.81,192.46,18
1850,i,50,613.87,192.47,18
1851,i,51,617.9,192.69,18
1852,i,52,621.87,193.13,18
1853,i,53,625.78,193.85,18
1854,i,54,629.66,194.87,18
1855,i,55,633.51,196.11,18
1856,i,56,637.31,197.48,18
1857,i,57,641.05,198.92,18
1858,i,58,644.73,200.4,18
1859,i,59,648.4,202.07,18
1860,i,60,652.02,203.9,18
1861,i,61,655.55,205.88,18
1862,i,62,658.95,207.97,18
1863,i,63,662.19,210.18,18
1864,i,64,665.34,212.63,18
1865,i,65,668.39,215.28,18
1866,i,66,671.33,218.08,18
1867,i,67,674.14,220.99,18
1868,i,68,676.8,223.93,18
1869,i,69,679.32,226.99,18
1870,i,70,681.75,230.18,18
1871,i,71,684.11,233.45,18
1872,i,72,686.42,236.76,18
1873,i,73,688.7,240.05,18
1874,i,74,690.96,243.35,18
1875,i,75,693.18,246.68,18
1876,i,76,695.38,250.03,18
1877,i,77,697.56,253.4,18
1878,i,78,699.73,256.77,18
1879,i,79,701.88,260.15,18
1880,i,80,704.0,263.54,18
1881,i,81,706.11,266.95,18
1882,i,82,708.22,270.35,18
1883,i,83,710.36,273.74,18
1884,i,84,712.55,277.09,18
1885,i,85,714.76,280.43,18
1886,i,86,717.0,283.75,18
1887,i,87,719.25,287.07,18
1888,i,88,721.51,290.37,18
1889,i,89,723.77,293.68,18
1890,i,90,726.04,296.97,18
1891,i,91,728.33,300.27,18
1892,i,92,730.62,303.55,18
1893,i,93,732.94,306.81,18
1894,i,94,735.28,310.06,18
1895,i,95,737.64,313.29,18
1896,i,96,740.03,316.51,18
1897,i,97,742.43,319.72,18
1898,i,98,744.85,322.91,18
1899,i,99,747.3,326.08,18
1900,i,0,507.92,358.92,19
1901,i,1,509.13,355.05,19
1902,i,2,510.3,351.17,19
1903,i,3,511.43,347.28,19
1904,i,4,512.51,343.38,19
1905,i,5,513.53,339.46,19
1906,i,6,514.5,335.53,19
1907,i,7,515.44,331.59,19
1908,i,8,516.34,327.64,19
1909,i,9,517.19,323.68,19
1910,i,10,517.96,319.7,19
1911,i,11,518.62,315.71,19
1912,i,12,519.09,311.68,19
1913,i,13,519.46,307.63,19
1914,i,14,519.82,303.58,19
1915,i,15,520.29,299.57,19
1916,i,16,520.98,295.61,19
1917,i,17,521.91,291.68,19
1918,i,18,523.04,287.78,19
1919,i,19,524.31,283.91,19
1920,i,20,525.65,280.07,19
1921,i,21,527.01,276.26,19
1922,i,22,528.41,272.47,19
1923,i,23,529.92,268.69,19
1924,i,24,531.53,264.95,19
1925,i,25,533.22,261.26,19
1926,i,26,535.0,257.65,19
1927,i,27,536.91,254.11,19
1928,i,28,538.99,250.63,19
1929,i,29,541.2,247.2,19
1930,i,30,543.52,243.84,19
1931,i,31,545.89,240.57,19
1932,i,32,548.32,237.36,19
1933,i,33,550.86,234.17,19
1934,i,34,553.51,231.05,19
1935,i,35,556.27,228.04,19
1936,i,36,559.13,225.21,19
1937,i,37,562.11,222.57,19
1938,i,38,565.26,219.99,19
1939,i,39,568.56,217.52,19
1940,i,40,571.98,215.24,19
1941,i,41,575.49,213.22,19
1942,i,42,579.06,211.5,19
1943,i,43,582.76,209.9,19
1944,i,44,586.57,208.41,19
1945,i,45,590.46,207.09,19
1946,i,46,594.39,206.0,19
1947,i,47,598.33,205.19,19
1948,i,48,602.32,204.51,19
1949,i,49,606.36,203.92,19
1950,i,50,610.42,203.48,19
1951,i,51,614.48,203.27,19
1952,i,52,618.5,203.34,19
1953,i,53,622.5,203.77,19
1954,i,54,626.49,204.5,19
1955,i,55,630.46,205.46,19
1956,i,56,634.4,206.55,19
1957,i,57,638.29,207.68,19
1958,i,58,642.14,208.86,19
1959,i,59,645.98,210.22,19
1960,i,60,649.77,211.72,19
1961,i,61,653.51,213.33,19
1962,i,62,657.18,215.02,19
1963,i,63,660.79,216.77,19
1964,i,64,664.38,218.69,19
1965,i,65,667.93,220.77,19
1966,i,66,671.36,223.01,19
1967,i,67,674.64,225.37,19
1968,i,68,677.72,227.85,19
1969,i,69,680.67,230.57,19
1970,i,70,683.52,233.52,19
1971,i,71,686.22,236.63,19
1972,i,72,688.75,239.85,19
1973,i,73,691.08,243.11,19
1974,i,74,693.2,246.5,19
1975,i,75,695.18,250.03,19
1976,i,76,697.08,253.63,19
1977,i,77,698.98,257.25,19
1978,i,78,700.95,260.81,19
1979,i,79,702.99,264.31,19
1980,i,80,705.04,267.82,19
1981,i,81,707.11,271.31,19
1982,i,82,709.24,274.76,19
1983,i,83,711.46,278.13,19
1984,i,84,713.81,281.4,19
1985,i,85,716.31,284.57,19
1986,i,86,718.91,287.68,19
1987,i,87,721.54,290.78,19
1988,i,88,724.15,293.89,19
1989,i,89,726.69,297.05,19
1990,i,90,729.19,300.23,19
1991,i,91,731.68,303.42,19
1992,i,92,734.17,306.62,19
1993,i,93,736.64,309.83,19
1994,i,94,739.1,313.04,19
1995,i,95,741.56,316.26,19
1996,i,96,744.01,319.49,19
1997,i,97,746.45,322.72,19
1998,i,98,748.88,325.96,19
1999,i,99,751.3,329.21,19
2000,u,0,455.86,332.69,0
2001,u,1,456.64,329.33,0
2002,u,2,457.44,325.97,0
2003,u,3,458.27,322.62,0
2004,u,4,459.12,319.27,0
2005,u,5,459.99,315.93,0
2006,u,6,460.88,312.59,0
2007,u,7,461.79,309.27,0
2008,u,8,462.74,305.95,0
2009,u,9,463.71,302.64,0
2010,u,10,464.7,299.33,0
2011,u,11,465.69,296.02,0
2012,u,12,466.68,292.71,0
2013,u,13,467.66,289.4,0
2014,u,14,468.64,286.08,0
2015,u,15,469.64,282.77,0
2016,u,16,470.68,279.48,0
2017,u,17,471.78,276.21,0
2018,u,18,472.95,272.98,0
2019,u,19,474.2,269.76,0
2020,u,20,475.51,266.56,0
2021,u,21,476.89,263.38,0
2022,u,22,478.34,260.24,0
2023,u,23,479.84,257.14,0
2024,u,24,481.4,254.07,0
2025,u,25,483.04,251.03,0
2026,u,26,484.76,248.02,0
2027,u,27,486.55,245.05,0
2028,u,28,488.41,242.14,0
2029,u,29,490.33,239.28,0
2030,u,30,492.33,236.49,0
2031,u,31,494.42,233.74,0
2032,u,32,496.6,231.04,0
2033,u,33,498.84,228.4,0
2034,u,34,501.15,225.81,0
2035,u,35,503.5,223.3,0
2036,u,36,505.89,220.8,0
2037,u,37,508.33,218.28,0
2038,u,38,510.84,215.83,0
2039,u,39,513.43,213.5,0
2040,u,40,516.12,211.37,0
2041,u,41,518.9,209.5,0
2042,u,42,521.83,207.68,0
2043,u,43,524.9,205.87,0
2044,u,44,528.07,204.21,0
2045,u,45,531.3,202.83,0
2046,u,46,534.58,201.87,0
2047,u,47,537.88,201.41,0
2048,u,48,541.26,201.11,0
2049,u,49,544.71,200.85,0
2050,u,50,548.2,200.65,0
2051,u,51,551.7,200.51,0
2052,u,52,555.17,200.44,0
2053,u,53,558.6,200.49,0
2054,u,54,562.03,200.84,0
2055,u,55,565.45,201.43,0
2056,u,56,568.86,202.2,0
2057,u,57,572.23,203.06,0
2058,u,58,575.57,203.95,0
2059,u,59,578.86,204.87,0
2060,u,60,582.13,205.97,0
2061,u,61,585.38,207.24,0
2062,u,62,588.58,208.63,0
2063,u,63,591.72,210.12,0
2064,u,64,594.77,211.67,0
2065,u,65,597.75,213.33,0
2066,u,66,600.66,215.17,0
2067,u,67,603.52,217.15,0
2068,u,68,606.32,219.23,0
2069,u,69,609.06,221.36,0
2070,u,70,611.75,223.52,0
2071,u,71,614.37,225.74,0
2072,u,72,616.93,228.05,0
2073,u,73,619.44,230.43,0
2074,u,74,621.92,232.85,0
2075,u,75,624.37,235.3,0
2076,u,76,626.82,237.73,0
2077,u,77,629.36,240.14,0
2078,u,78,631.94,242.55,0
2079,u,79,634.46,244.99,0
2080,u,80,636.84,247.52,0
2081,u,81,638.95,250.15,0
2082,u,82,640.73,252.95,0
2083,u,83,642.26,255.96,0
2084,u,84,643.61,259.13,0
2085,u,85,644.88,262.39,0
2086,u,86,646.14,265.68,0
2087,u,87,647.46,268.92,0
2088,u,88,648.86,272.08,0
2089,u,89,650.24,275.29,0
2090,u,90,651.63,278.5,0
2091,u,91,653.07,281.66,0
2092,u,92,654.61,284.74,0
2093,u,93,656.29,287.68,0
2094,u,94,658.16,290.48,0
2095,u,95,660.21,293.19,0
2096,u,96,662.44,295.82,0
2097,u,97,664.83,298.37,0
2098,u,98,667.35,300.82,0
2099,u,99,670.0,303.17,0
2100,u,0,455.86,317.32,1
2101,u,1,456.93,313.16,1
2102,u,2,458.07,309.01,1
2103,u,3,459.26,304.88,1
2104,u,4,460.48,300.76,1
2105,u,5,461.73,296.66,1
2106,u,6,463.0,292.56,1
2107,u,7,464.31,288.45,1
2108,u,8,465.68,284.36,1
2109,u,9,467.13,280.31,1
2110,u,10,468.66,276.32,1
2111,u,11,470.33,272.41,1
2112,u,12,472.2,268.55,1
2113,u,13,474.23,264.74,1
2114,u,14,476.37,260.99,1
2115,u,15,478.56,257.28,1
2116,u,16,480.77,253.61,1
2117,u,17,483.04,249.96,1
2118,u,18,485.4,246.33,1
2119,u,19,487.84,242.77,1
2120,u,20,490.39,239.31,1
2121,u,21,493.03,235.99,1
2122,u,22,495.82,232.74,1
2123,u,23,498.76,229.57,1
2124,u,24,501.83,226.5,1
2125,u,25,505.01,223.57,1
2126,u,26,508.26,220.83,1
2127,u,27,511.62,218.17,1
2128,u,28,515.11,215.54,1
2129,u,29,518.73,213.06,1
2130,u,30,522.45,210.85,1
2131,u,31,526.27,209.04,1
2132,u,32,530.21,207.6,1
2133,u,33,534.3,206.28,1
2134,u,34,538.51,205.12,1
2135,u,35,542.77,204.21,1
2136,u,36,547.05,203.6,1
2137,u,37,551.29,203.35,1
2138,u,38,555.6,203.36,1
2139,u,39,559.93,203.58,1
2140,u,40,564.24,204.0,1
2141,u,41,568.51,204.59,1
2142,u,42,572.68,205.35,1
2143,u,43,576.81,206.46,1
2144,u,44,580.89,207.9,1
2145,u,45,584.91,209.58,1
2146,u,46,588.85,211.37,1
2147,u,47,592.7,213.19,1
2148,u,48,596.53,215.14,1
2149,u,49,600.34,217.29,1
2150,u,50,604.04,219.64,1
2151,u,51,607.55,222.16,1
2152,u,52,610.79,224.83,1
2153,u,53,613.78,227.73,1
2154,u,54,616.62,230.95,1
2155,u,55,619.3,234.4,1
2156,u,56,621.83,237.98,1
2157,u,57,624.19,241.6,1
2158,u,58,626.41,245.22,1
2159,u,59,628.51,248.94,1
2160,u,60,630.53,252.75,1
2161,u,61,632.5,256.6,1
2162,u,62,634.44,260.45,1
2163,u,63,636.36,264.29,1
2164,u,64,638.2,268.19,1
2165,u,65,639.99,272.11,1
2166,u,66,641.81,276.01,1
2167,u,67,643.69,279.86,1
2168,u,68,645.71,283.61,1
2169,u,69,647.87,287.33,1
2170,u,70,650.15,291.01,1
2171,u,71,652.56,294.61,1
2172,u,72,655.07,298.1,1
2173,u,73,657.69,301.44,1
2174,u,74,660.47,304.65,1
2175,u,75,663.44,307.77,1
2176,u,76,666.55,310.79,1
2177,u,77,669.75,313.71,1
2178,u,78,673.01,316.5,1
2179,u,79,676.36,319.14,1
2180,u,80,679.87,321.62,1
2181,u,81,683.45,324.02,1
2182,u,82,687.03,326.43,1
2183,u,83,690.52,328.93,1
2184,u,84,693.88,331.6,1
2185,u,85,697.2,334.34,1
2186,u,86,700.47,337.15,1
2187,u,87,703.66,340.03,1
2188,u,88,706.77,342.99,1
2189,u,89,709.78,346.02,1
2190,u,90,712.7,349.15,1
2191,u,91,715.55,352.38,1
2192,u,92,718.33,355.67,1
2193,u,93,721.05,359.01,1
2194,u,94,723.71,362.37,1
2195,u,95,726.32,365.77,1
2196,u,96,728.9,369.21,1
2197,u,97,731.42,372.7,1
2198,u,98,733.87,376.23,1
2199,u,99,736.27,379.79,1
2200,u,0,457.86,325.57,2
2201,u,1,458.95,321.89,2
2202,u,2,460.11,318.23,2
2203,u,3,461.33,314.58,2
2204,u,4,462.61,310.96,2
2205,u,5,463.93,307.36,2
2206,u,6,465.32,303.78,2
2207,u,7,466.8,300.25,2
2208,u,8,468.35,296.73,2
2209,u,9,469.9,293.21,2
2210,u,10,471.4,289.68,2
2211,u,11,472.82,286.11,2
2212,u,12,474.18,282.52,2
2213,u,13,475.51,278.91,2
2214,u,14,476.83,275.31,2
2215,u,15,478.18,271.71,2
2216,u,16,479.58,268.14,2
2217,u,17,481.0,264.56,2
2218,u,18,482.44,260.99,2
2219,u,19,483.92,257.44,2
2220,u,20,485.46,253.92,2
2221,u,21,487.07,250.47,2
2222,u,22,488.8,247.05,2
2223,u,23,490.65,243.66,2
2224,u,24,492.58,240.32,2
2225,u,25,494.59,237.04,2
2226,u,26,496.65,233.82,2
2227,u,27,498.78,230.64,2
2228,u,28,501.02,227.48,2
2229,u,29,503.37,224.39,2
2230,u,30,505.81,221.4,2
2231,u,31,508.34,218.56,2
2232,u,32,511.0,215.84,2
2233,u,33,513.81,213.1,2
2234,u,34,516.78,210.48,2
2235,u,35,519.88,208.11,2
2236,u,36,523.1,206.13,2
2237,u,37,526.45,204.6,2
2238,u,38,530.0,203.2,2
2239,u,39,533.71,201.95,2
2240,u,40,537.51,200.94,2
2241,u,41,541.34,200.24,2
2242,u,42,545.13,199.92,2
2243,u,43,548.95,199.79,2
2244,u,44,552.8,199.78,2
2245,u,45,556.67,199.89,2
2246,u,46,560.52,200.13,2
2247,u,47,564.34,200.53,2
2248,u,48,568.13,201.1,2
2249,u,49,571.91,201.84,2
2250,u,50,575.67,202.7,2
2251,u,51,579.4,203.66,2
2252,u,52,583.09,204.66,2
2253,u,53,586.76,205.74,2
2254,u,54,590.41,207.0,2
2255,u,55,594.02,208.39,2
2256,u,56,597.58,209.89,2
2257,u,57,601.06,211.46,2
2258,u,58,604.48,213.11,2
2259,u,59,607.89,214.95,2
2260,u,60,611.24,216.96,2
2261,u,61,614.47,219.12,2
2262,u,62,617.54,221.4,2
2263,u,63,620.41,223.8,2
2264,u,64,623.2,226.43,2
2265,u,65,625.88,229.27,2
2266,u,66,628.4,232.28,2
2267,u,67,630.7,235.38,2
2268,u,68,632.73,238.55,2
2269,u,69,634.54,241.87,2
2270,u,70,636.2,245.33,2
2271,u,71,637.79,248.87,2
2272,u,72,639.39,252.41,2
2273,u,73,641.06,255.89,2
2274,u,74,642.78,259.33,2
2275,u,75,644.5,262.77,2
2276,u,76,646.24,266.2,2
2277,u,77,648.03,269.59,2
2278,u,78,649.9,272.93,2
2279,u,79,651.87,276.21,2
2280,u,80,653.95,279.43,2
2281,u,81,656.11,282.62,2
2282,u,82,658.32,285.77,2
2283,u,83,660.56,288.9,2
2284,u,84,662.8,292.01,2
2285,u,85,665.08,295.1,2
2286,u,86,667.4,298.16,2
2287,u,87,669.74,301.21,2
2288,u,88,672.1,304.23,2
2289,u,89,674.49,307.25,2
2290,u,90,676.92,310.21,2
2291,u,91,679.39,313.16,2
2292,u,92,681.86,316.1,2
2293,u,93,684.29,319.08,2
2294,u,94,686.64,322.11,2
2295,u,95,688.94,325.18,2
2296,u,96,691.2,328.29,2
2297,u,97,693.41,331.42,2
2298,u,98,695.59,334.59,2
2299,u,99,697.72,337.79,2
2300,u,0,454.34,350.92,3
2301,u,1,454.37,346.89,3
2302,u,2,454.47,342.86,3
2303,u,3,454.62,338.84,3
2304,u,4,454.8,334.83,3
2305,u,5,455.01,330.83,3
2306,u,6,455.37,326.84,3
2307,u,7,455.93,322.86,3
2308,u,8,456.62,318.89,3
2309,u,9,457.33,314.92,3
2310,u,10,457.99,310.95,3
2311,u,11,458.58,306.97,3
2312,u,12,459.16,302.99,3
2313,u,13,459.77,299.01,3
2314,u,14,460.42,295.04,3
2315,u,15,461.15,291.1,3
2316,u,16,461.97,287.16,3
2317,u,17,462.87,283.23,3
2318,u,18,463.87,279.32,3
2319,u,19,464.95,275.45,3
2320,u,20,466.11,271.62,3
2321,u,21,467.42,267.82,3
2322,u,22,468.87,264.06,3
2323,u,23,470.44,260.33,3
2324,u,24,472.12,256.67,3
2325,u,25,473.88,253.08,3
2326,u,26,475.78,249.55,3
2327,u,27,477.83,246.06,3
2328,u,28,480.01,242.64,3
2329,u,29,482.29,239.32,3
2330,u,30,484.66,236.12,3
2331,u,31,487.19,233.02,3
2332,u,32,489.87,230.0,3
2333,u,33,492.66,227.07,3
2334,u,34,495.52,224.22,3
2335,u,35,498.43,221.46,3
2336,u,36,501.4,218.74,3
2337,u,37,504.46,216.07,3
2338,u,38,507.59,213.52,3
2339,u,39,510.82,211.13,3
2340,u,40,514.13,208.93,3
2341,u,41,517.56,206.7,3
2342,u,42,521.08,204.54,3
2343,u,43,524.7,202.62,3
2344,u,44,528.4,201.16,3
2345,u,45,532.17,200.27,3
2346,u,46,536.09,199.56,3
2347,u,47,540.1,198.95,3
2348,u,48,544.16,198.49,3
2349,u,49,548.21,198.24,3
2350,u,50,552.2,198.25,3
2351,u,51,556.22,198.63,3
2352,u,52,560.24,199.32,3
2353,u,53,564.21,200.21,3
2354,u,54,568.1,201.22,3
2355,u,55,571.86,202.31,3
2356,u,56,575.56,203.82,3
2357,u,57,579.19,205.66,3
2358,u,58,582.73,207.73,3
2359,u,59,586.18,209.87,3
2360,u,60,589.53,212.02,3
2361,u,61,592.8,214.35,3
2362,u,62,595.99,216.83,3
2363,u,63,599.1,219.43,3
2364,u,64,602.14,222.07,3
2365,u,65,605.12,224.75,3
2366,u,66,608.05,227.51,3
2367,u,67,610.92,230.35,3
2368,u,68,613.71,233.27,3
2369,u,69,616.38,236.26,3
2370,u,70,618.93,239.34,3
2371,u,71,621.37,242.53,3
2372,u,72,623.72,245.8,3
2373,u,73,626.01,249.12,3
2374,u,74,628.27,252.46,3
2375,u,75,630.5,255.8,3
2376,u,76,632.66,259.19,3
2377,u,77,634.79,262.6,3
2378,u,78,636.91,266.02,3
2379,u,79,639.05,269.43,3
2380,u,80,641.23,272.8,3
2381,u,81,643.45,276.16,3
2382,u,82,645.67,279.51,3
2383,u,83,647.88,282.87,3
2384,u,84,650.05,286.25,3
2385,u,85,652.15,289.69,3
2386,u,86,654.15,293.2,3
2387,u,87,656.13,296.72,3
2388,u,88,658.18,300.18,3
2389,u,89,660.37,303.52,3
2390,u,90,662.73,306.79,3
2391,u,91,665.22,310.12,3
2392,u,92,667.84,313.34,3
2393,u,93,670.63,316.25,3
2394,u,94,673.62,318.66,3
2395,u,95,676.84,320.66,3
2396,u,96,680.31,322.51,3
2397,u,97,684.03,324.13,3
2398,u,98,687.97,325.48,3
2399,u,99,692.1,326.5,3
2400,u,0,432.31,336.82,4
2401,u,1,434.52,333.86,4
2402,u,2,436.76,330.92,4
2403,u,3,439.01,327.98,4
2404,u,4,441.28,325.07,4
2405,u,5,443.57,322.17,4
2406,u,6,445.89,319.29,4
2407,u,7,448.24,316.44,4
2408,u,8,450.61,313.6,4
2409,u,9,452.99,310.77,4
2410,u,10,455.34,307.92,4
2411,u,11,457.67,305.05,4
2412,u,12,460.0,302.17,4
2413,u,13,462.31,299.29,4
2414,u,14,464.61,296.39,4
2415,u,15,466.87,293.47,4
2416,u,16,469.09,290.52,4
2417,u,17,471.34,287.57,4
2418,u,18,473.57,284.6,4
2419,u,19,475.73,281.59,4
2420,u,20,477.78,278.52,4
2421,u,21,479.66,275.37,4
2422,u,22,481.35,272.11,4
2423,u,23,482.89,268.75,4
2424,u,24,484.37,265.34,4
2425,u,25,485.86,261.94,4
2426,u,26,487.43,258.59,4
2427,u,27,489.07,255.24,4
2428,u,28,490.71,251.81,4
2429,u,29,492.41,248.43,4
2430,u,30,494.23,245.21,4
2431,u,31,496.22,242.26,4
2432,u,32,498.51,239.58,4
2433,u,33,501.2,237.01,4
2434,u,34,504.19,234.63,4
2435,u,35,507.37,232.49,4
2436,u,36,510.62,230.67,4
2437,u,37,513.89,229.19,4
2438,u,38,517.29,227.79,4
2439,u,39,520.81,226.51,4
2440,u,40,524.41,225.4,4
2441,u,41,528.04,224.54,4
2442,u,42,531.66,223.98,4
2443,u,43,535.31,223.51,4
2444,u,44,539.0,223.1,4
2445,u,45,542.71,222.79,4
2446,u,46,546.42,222.62,4
2447,u,47,550.11,222.62,4
2448,u,48,553.79,222.83,4
2449,u,49,557.49,223.21,4
2450,u,50,561.17,223.72,4
2451,u,51,564.83,224.3,4
2452,u,52,568.45,224.93,4
2453,u,53,572.06,225.66,4
2454,u,54,575.67,226.63,4
2455,u,55,579.24,227.81,4
2456,u,56,582.73,229.15,4
2457,u,57,586.08,230.61,4
2458,u,58,589.28,232.22,4
2459,u,59,592.39,234.19,4
2460,u,60,595.4,236.43,4
2461,u,61,598.29,238.86,4
2462,u,62,601.06,241.38,4
2463,u,63,603.69,243.91,4
2464,u,64,606.2,246.59,4
2465,u,65,608.62,249.4,4
2466,u,66,610.97,252.29,4
2467,u,67,613.28,255.21,4
2468,u,68,615.56,258.11,4
2469,u,69,617.8,261.04,4
2470,u,70,620.01,264.01,4
2471,u,71,622.18,267.0,4
2472,u,72,624.35,270.01,4
2473,u,73,626.51,273.01,4
2474,u,74,628.65,276.02,4
2475,u,75,630.75,279.07,4
2476,u,76,632.86,282.11,4
2477,u,77,634.99,285.13,4
2478,u,78,637.19,288.09,4
2479,u,79,639.46,291.0,4
2480,u,80,641.8,293.87,4
2481,u,81,644.18,296.7,4
2482,u,82,646.62,299.49,4
2483,u,83,649.09,302.24,4
2484,u,84,651.59,304.94,4
2485,u,85,654.14,307.63,4
2486,u,86,656.74,310.27,4
2487,u,87,659.4,312.86,4
2488,u,88,662.12,315.36,4
2489,u,89,664.91,317.75,4
2490,u,90,667.81,320.02,4
2491,u,91,670.78,322.21,4
2492,u,92,673.8,324.37,4
2493,u,93,676.8,326.54,4
2494,u,94,679.76,328.77,4
2495,u,95,682.69,331.02,4
2496,u,96,685.61,333.29,4
2497,u,97,688.52,335.57,4
2498,u,98,691.42,337.86,4
2499,u,99,694.32,340.16,4
2500,u,0,441.83,334.97,5
2501,u,1,443.09,331.32,5
2502,u,2,444.35,327.68,5
2503,u,3,445.62,324.04,5
2504,u,4,446.89,320.41,5
2505,u,5,448.17,316.77,5
2506,u,6,449.44,313.13,5
2507,u,7,450.7,309.48,5
2508,u,8,451.96,305.83,5
2509,u,9,453.26,302.2,5
2510,u,10,454.62,298.6,5
2511,u,11,456.07,295.05,5
2512,u,12,457.62,291.52,5
2513,u,13,459.28,288.02,5
2514,u,14,461.01,284.56,5
2515,u,15,462.81,281.15,5
2516,u,16,464.66,277.8,5
2517,u,17,466.61,274.48,5
2518,u,18,468.65,271.19,5
2519,u,19,470.8,267.96,5
2520,u,20,473.04,264.81,5
2521,u,21,475.36,261.76,5
2522,u,22,477.82,258.84,5
2523,u,23,480.42,256.0,5
